gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerType,NumInternetServices
Male,1,No,No,-1.1552014731729663,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.45901199209704047,-0.914235644772916,No,Internet only,0.5207011738197268
Male,0,No,Yes,-0.6665917998367983,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.14417749248838913,-0.5276324428865863,No,Both,0.5207011738197268
Female,0,Yes,No,0.5549323835036216,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.6916470550225506,-0.1199421946715451,No,Internet only,-0.02051759347843376
Male,0,No,Yes,1.4507167846199296,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7224417917603717,1.589476127904296,No,Both,1.603138708416048
Male,0,No,No,0.2291926012795097,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.17242603584362992,0.16667399779213768,No,Both,1.0619199411178875
Male,1,Yes,No,-0.09654718094460228,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.4772904613269021,-0.33184936421122485,Yes,Both,-0.5617363607765944
Female,1,No,No,-1.114484000394952,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.4715282596050001,-0.8387766641342935,Yes,Both,-0.5617363607765944
Male,0,No,No,-0.6258743270587842,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.8703312246201603,-0.2944838239593025,No,Both,0.5207011738197268
Male,0,Yes,Yes,-1.1552014731729663,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.4909146640737678,-0.971894158479247,No,Phone only,-1.102955128074755
Female,0,No,No,-0.8294616909488542,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,-1.4826062689692852,-0.89070020708177,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.6135866757319857,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8586994714738846,1.8361239856947302,No,Both,2.1443574757142088
Male,0,No,No,-1.1959189459509803,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9052264840589868,-0.8880091823410767,No,Both,-0.02051759347843376
Male,0,No,No,0.9621071112837616,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.9866487560829155,1.2550170447638607,Yes,Both,0.5207011738197268
Female,0,No,No,0.3513450196135517,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,-1.326408441005014,-0.581210304322194,No,Phone only,-1.102955128074755
Male,0,No,No,0.31062754683553767,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),-0.9558540193450944,-0.3956398851135621,No,Internet only,-0.02051759347843376
Female,0,No,No,-1.0330490548389242,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.45657314841693153,-0.7537888090040359,No,Both,1.603138708416048
Male,0,No,No,1.4914342573979436,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.489252985052871,-0.38838294134562684,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-1.0330490548389242,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.4659894787603203,-0.9395356888514016,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,-1.114484000394952,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1386387116437096,-0.9319478813858402,No,Internet only,-0.5617363607765944
Female,0,Yes,Yes,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),1.3738199679518,2.3723658092274826,No,Both,1.603138708416048
Male,0,Yes,Yes,0.4734974379475937,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-1.4709745158230096,-0.6240902395345534,No,Phone only,-1.102955128074755
Female,0,No,No,1.3285643662858877,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,1.021544015521742,1.7090723258062577,No,Both,0.5207011738197268
Female,0,No,No,-1.1959189459509803,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,-0.005373619392295965,-0.9288598202079954,No,Both,-0.02051759347843376
Male,0,No,No,-0.34085201761268624,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-0.454026955034351,-0.4456223610349647,No,Both,-0.5617363607765944
Female,0,No,No,0.4734974379475937,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6659447050498906,0.6982616719782815,Yes,Both,-0.02051759347843376
Female,1,Yes,No,1.6135866757319857,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.8088491008469896,1.7966629753578414,No,Both,2.1443574757142088
Male,0,No,No,-0.34085201761268624,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,-0.3260776704253204,-0.4108155000446852,No,Both,-0.02051759347843376
Male,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,-0.4606736711179371,-0.9832538120977475,Yes,Both,-0.5617363607765944
Male,0,Yes,No,-0.4222869631687143,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.4726361948439062,-0.7976833928891157,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.5321517301759575,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7041633225305103,1.6110925561492098,No,Both,1.603138708416048
Male,0,Yes,Yes,-0.3001345448346723,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,-0.1466163361684983,-0.3860448378824014,No,Both,-0.5617363607765944
Male,0,Yes,Yes,0.1884751285014957,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.4942380221155607,-0.6853882539147731,No,Phone only,-1.102955128074755
Female,1,Yes,Yes,-0.4222869631687143,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.684223174279752,-0.14034545602516266,No,Both,-0.5617363607765944
Female,0,Yes,Yes,1.0842595296178037,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.24387823374217918,0.8448563476065434,No,Both,0.5207011738197268
Male,0,Yes,Yes,0.6770848018376636,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.164448411318841,1.1437806696219217,Yes,Both,0.5207011738197268
Male,0,Yes,Yes,0.5956498562816357,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.4153619434742124,1.2525245382417427,Yes,Both,1.0619199411178875
Female,0,Yes,Yes,-0.055829708166588284,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.5025464172200433,-0.7150115836422416,Yes,Phone only,-1.102955128074755
Male,0,Yes,Yes,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.541318778482653,-0.969953091453173,No,Both,-0.5617363607765944
Male,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.4709745158230096,-0.9717618130001966,No,Phone only,-1.102955128074755
Female,0,Yes,No,0.8399546929497197,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.563251376334001,1.557272061335343,No,Both,1.603138708416048
Male,0,No,No,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4809445899483886,-0.9967971661205813,No,Phone only,-1.102955128074755
Male,0,No,No,-0.5037219087247422,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,-1.4975613801573535,-0.822233479252982,No,Phone only,-1.102955128074755
Female,0,No,No,-1.1959189459509803,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.4765132966676893,-0.8969645597568267,Yes,Both,-0.02051759347843376
Female,0,No,No,0.7585197473936917,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-1.4925763430946641,-0.5659023439120203,No,Phone only,-1.102955128074755
Female,0,Yes,No,0.7585197473936917,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),-0.14163129910580885,0.38177951640887103,No,Both,0.5207011738197268
Female,0,Yes,Yes,-0.7887442181708402,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.5025464172200433,-0.8886709097363291,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4576810836558376,-0.9964883600027967,No,Phone only,-1.102955128074755
Male,0,No,Yes,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.4526960465931482,-0.9964221872632715,No,Phone only,-1.102955128074755
Male,0,No,No,1.2471294207298596,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,0.22393808549142136,1.0131336242192441,No,Both,1.0619199411178875
Male,0,No,No,-1.1959189459509803,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,-0.3360477445506995,-0.9222866614151543,No,Both,-0.5617363607765944
Male,0,No,No,0.5549323835036216,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.5141781703663186,-0.605076605710966,No,Phone only,-1.102955128074755
Male,0,No,No,-1.2773538915070082,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.4972306095776602,-0.9837390788542659,No,Both,-1.102955128074755
Male,0,No,Yes,-0.9923315820609102,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3048066137333596,-0.9107726047377614,Yes,Internet only,-1.102955128074755
Female,0,Yes,Yes,1.5728692029539715,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.4709745158230096,-0.3435619391071934,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,0.9213896385057476,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.8520527553902989,1.2437897366244102,No,Both,-0.02051759347843376
Female,0,No,No,1.5321517301759575,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.8470677183276092,1.811463611431655,No,Both,0.5207011738197268
Female,0,No,No,-1.2366364187289942,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.531348704357274,-0.9353668062613112,Yes,Both,-0.5617363607765944
Male,0,Yes,Yes,1.4099993118419156,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.3239695973249048,2.031951179529775,No,Both,1.0619199411178875
Male,0,Yes,No,1.3285643662858877,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.900241446996297,1.6151070356804083,Yes,Both,-0.02051759347843376
Male,0,Yes,No,-0.7480267453928262,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),-0.483937177410488,-0.7106441828335753,No,Both,-0.5617363607765944
Female,0,Yes,Yes,-0.5037219087247422,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.021544015521742,-0.1603737385214704,No,Both,0.5207011738197268
Male,0,No,Yes,-1.2773538915070082,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.35188737010045174,-0.9724676555551325,Yes,Both,-0.5617363607765944
Male,0,No,No,-1.2773538915070082,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.355210728142245,-0.9724235403954491,Yes,Both,-1.102955128074755
Female,0,Yes,Yes,0.6770848018376636,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.018220657479949,1.0297429818400807,No,Both,-0.02051759347843376
Female,0,No,No,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),1.2142987819457358,2.1976036041413076,No,Both,1.0619199411178875
Female,0,Yes,No,0.5549323835036216,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,-0.38755979419849096,0.07943626951802156,No,Both,-0.5617363607765944
Male,0,No,No,-0.34085201761268624,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.667606384070787,-0.10187703678115279,No,Both,-0.02051759347843376
Female,0,Yes,Yes,-1.114484000394952,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,-1.014012785076472,-0.9335580847142877,No,Internet only,-0.02051759347843376
Female,0,Yes,Yes,0.02560523738943971,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),0.7922323106380245,0.2686461894005418,No,Both,0.5207011738197268
Female,0,No,No,0.39206249239156565,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.15326305225208442,0.06258427851892544,No,Both,-0.02051759347843376
Male,0,No,No,-0.38156949039070026,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.1694334483815305,0.0057418952667390635,No,Both,1.0619199411178875
Male,0,No,No,-0.9923315820609102,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.19735122115707743,-0.7615751346881731,No,Both,-1.102955128074755
Male,0,No,No,1.3692818390639017,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,-0.3310627074880101,0.5231906607743219,No,Both,-0.02051759347843376
Male,0,No,No,-0.34085201761268624,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.5055390046821426,-0.4717385355675951,Yes,Both,-0.5617363607765944
Male,1,No,No,-0.34085201761268624,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.3310627074880101,-0.43604937138364575,No,Both,-0.5617363607765944
Male,0,No,No,1.4914342573979436,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0.4598965064587243,1.3572980424900492,Yes,Both,1.603138708416048
Female,0,No,No,0.8399546929497197,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,1.1810652015278058,1.2886327964426856,No,Both,1.0619199411178875
Female,0,No,No,1.1249770023958177,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,-0.37094300398952595,0.42232134815800515,No,Internet only,1.0619199411178875
Female,0,Yes,No,-1.0330490548389242,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5429804575035494,-0.7513183600617599,Yes,Both,-0.5617363607765944
Female,0,No,No,-0.5037219087247422,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),-1.509193133303629,-0.8143589232494778,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,-0.38156949039070026,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6925315693842344,-0.18146078485018216,No,Both,-0.5617363607765944
Male,0,Yes,Yes,1.6135866757319857,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.5330103833781704,1.521450551672343,No,Both,1.603138708416048
Male,0,Yes,No,-0.8701791637268682,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.33859393793328,-0.6414495548700097,Yes,Both,-1.102955128074755
Male,0,No,No,-0.46300443594672824,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.5008847381991466,-0.8334828449722739,No,Phone only,-1.102955128074755
Male,1,No,No,-1.2773538915070082,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9567385337067782,-0.9644386964927358,Yes,Both,-0.02051759347843376
Male,1,No,No,-0.055829708166588284,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.8620228295156779,0.2494340373583788,No,Both,-0.02051759347843376
Female,0,No,No,1.0028245840617755,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,0.16577931976004381,0.7123123503374753,No,Both,1.0619199411178875
Female,0,Yes,Yes,0.5142149107256077,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-1.4875913060319748,-0.6146716529421267,No,Phone only,-1.102955128074755
Male,0,No,No,-0.9108966365048822,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1.0132356204172592,-0.55505001462988,No,Both,0.5207011738197268
Female,0,Yes,No,1.0435420568397897,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.2408856462800797,1.5906451796359085,Yes,Both,1.0619199411178875
Male,0,No,Yes,-0.7480267453928262,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.489252985052871,-0.8873033397861407,No,Phone only,-1.102955128074755
Male,0,Yes,No,-0.21869959927864427,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,0.5346720623990668,-0.03325590589347269,No,Both,1.0619199411178875
Female,0,Yes,Yes,-0.7480267453928262,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8686695455992639,-0.4502985679614154,Yes,Both,-0.02051759347843376
Female,0,Yes,Yes,-0.8294616909488542,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,-1.1818423661870183,-0.8693484697949573,Yes,Internet only,-0.5617363607765944
Female,0,Yes,Yes,1.4914342573979436,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.9484301386022957,1.8168015457533582,No,Both,0.5207011738197268
Female,0,Yes,Yes,-0.3001345448346723,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.8105107798678864,-0.00969841062248503,Yes,Both,0.5207011738197268
Male,1,Yes,No,1.0435420568397897,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.4652123141011075,1.767921948824043,Yes,Both,1.603138708416048
Female,0,Yes,Yes,0.1070401829454677,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),-0.6118864620195186,-0.2724924168570791,No,Internet only,0.5207011738197268
Female,1,No,No,-0.6665917998367983,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6642830260289941,-0.41008759990990745,Yes,Both,-0.5617363607765944
Male,0,Yes,Yes,0.5142149107256077,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.46488154352141403,0.5827240687672017,No,Both,1.0619199411178875
Female,0,No,No,-0.6258743270587842,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.624402729527478,-0.41935178344344193,No,Both,-0.02051759347843376
Female,0,Yes,Yes,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6334882892911731,-0.9855478004012895,Yes,Both,-1.102955128074755
Male,0,No,No,-0.4222869631687143,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.5008847381991466,-0.8193218787138712,No,Phone only,-1.102955128074755
Female,1,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17242603584362992,-0.9748498741780414,Yes,Both,-1.102955128074755
Male,0,Yes,Yes,1.4099993118419156,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,0.1026355169659766,1.03578675871672,No,Both,1.0619199411178875
Female,0,Yes,Yes,1.4099993118419156,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.3588648567637318,1.9579038840010246,No,Both,1.0619199411178875
Female,0,Yes,No,-1.2366364187289942,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.6700452277508961,-0.9628726083239718,Yes,Internet only,-0.02051759347843376
Male,0,No,No,-0.38156949039070026,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.33859393793328,-0.2511406795702663,Yes,Both,-1.102955128074755
Female,1,No,No,-0.9516141092828962,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.35687240716314145,-0.7245184005540353,No,Both,-0.5617363607765944
Female,0,No,No,-1.114484000394952,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4826062689692852,-0.9536745975299626,No,Phone only,-1.102955128074755
Male,0,No,No,0.8806721657277337,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),-0.6501050795001381,0.0797671332156478,No,Internet only,0.5207011738197268
Female,0,No,No,1.0028245840617755,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.0132356204172592,1.4050306452675931,Yes,Both,0.5207011738197268
Male,0,No,No,-0.34085201761268624,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,0.833774286160437,-0.050593163649087045,Yes,Both,-0.02051759347843376
Female,0,Yes,Yes,0.6770848018376636,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,1.1860502385904956,1.1743745328624273,Yes,Both,0.5207011738197268
Male,0,No,No,-1.114484000394952,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.5852995976851747,-0.9072654495429232,Yes,Both,-1.102955128074755
Male,0,No,No,-1.2366364187289942,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5130702351274127,-0.925815874189834,Yes,Both,-0.5617363607765944
Female,0,No,Yes,-1.1552014731729663,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.7423819400111294,-0.8550772156373458,Yes,Both,-0.02051759347843376
Male,0,Yes,Yes,1.5321517301759575,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),0.48149833373037904,1.5229063519418986,No,Both,1.603138708416048
Male,0,No,No,-1.114484000394952,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.37016583933031366,-0.8478864446089358,Yes,Both,-1.102955128074755
Male,0,Yes,Yes,0.8399546929497197,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.6958549274260277,1.0306914577732762,No,Both,1.603138708416048
Female,0,Yes,No,0.5956498562816357,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.1295531518800144,0.9943405661940742,Yes,Both,1.0619199411178875
Female,0,No,Yes,-0.055829708166588284,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),-1.4842679479901817,-0.7457598499416392,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.7887442181708402,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.09842764456249993,-0.6748006155907338,No,Both,0.5207011738197268
Female,0,Yes,Yes,-0.17798212650063028,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.4939072515358671,-0.3835743889401256,No,Both,-1.102955128074755
Female,0,No,No,-0.9108966365048822,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.7207801127394753,-0.6391776241463096,Yes,Both,-0.5617363607765944
Male,0,Yes,No,0.2291926012795097,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),-1.4742978738648027,-0.6777122161298446,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6467817214583452,-0.9857242610400233,Yes,Both,-1.102955128074755
Male,0,Yes,No,1.4099993118419156,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,1.30735280711594,2.1003737921988797,Yes,Both,1.0619199411178875
Male,0,Yes,No,0.7992372201717056,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,0.3535490491213486,0.6995410116091028,No,Both,1.0619199411178875
Male,0,Yes,Yes,1.2064119479518456,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,1.4419488078085567,2.005437968559993,No,Both,2.1443574757142088
Female,0,No,No,-0.6665917998367983,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7141333966558892,-0.414521173458099,No,Both,-0.02051759347843376
Female,1,Yes,No,-1.114484000394952,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5396570994617566,-0.8417544374129297,Yes,Both,-0.5617363607765944
Male,0,No,No,-0.8294616909488542,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,1.028190731605328,-0.48338493772403845,No,Both,0.5207011738197268
Female,0,Yes,Yes,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.7310809574445476,2.734242464111212,No,Both,2.1443574757142088
Male,1,No,No,1.5728692029539715,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),1.3621882148055247,2.251247638316441,No,Both,1.0619199411178875
Female,0,Yes,No,-0.34085201761268624,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.4826062689692852,-0.8041683213625899,No,Phone only,-1.102955128074755
Female,0,No,No,-0.7073092726148122,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.5008847381991466,-0.8594225588661704,No,Phone only,-1.102955128074755
Male,0,Yes,No,1.4099993118419156,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.8586994714738846,1.6659718147954803,Yes,Both,0.5207011738197268
Male,0,No,Yes,-1.2366364187289942,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.12667618791774027,-0.9463294234426602,No,Both,-0.02051759347843376
Female,0,Yes,Yes,-1.114484000394952,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3197617249214282,-0.9503439029738585,No,Internet only,-1.102955128074755
